82041 silly lifecycle callsite@1.0.0~preinstall: no script for preinstall, continuing
90117 silly lifecycle private@0.1.6~install: no script for install, continuing
90118 silly install process-nextick-args@1.0.7 D:\zhongzi\node_modules\.staging\process-nextick-args-674f2a457cd8e9985c96230cea632288
90119 info lifecycle process-nextick-args@1.0.7~install: process-nextick-args@1.0.7
90120 silly lifecycle process-nextick-args@1.0.7~install: no script for install, continuing
90121 silly install progress@1.1.8 D:\zhongzi\node_modules\.staging\progress-abe3dd5a8f48e7c89ee96c31abe09fd0
90122 info lifecycle progress@1.1.8~install: progress@1.1.8
90123 silly lifecycle progress@1.1.8~install: no script for install, continuing
90124 silly install propprop@0.3.0 D:\zhongzi\node_modules\.staging\propprop-a3b6305a8e496ecd20be61bec631de6f
90125 info lifecycle propprop@0.3.0~install: propprop@0.3.0
90126 silly lifecycle propprop@0.3.0~install: no script for install, continuing
90127 silly install q@1.4.1 D:\zhongzi\node_modules\.staging\q-33c01da7c911d1586b5f9ae2453d37d8
90128 info lifecycle q@1.4.1~install: q@1.4.1
90129 silly lifecycle q@1.4.1~install: no script for install, continuing
90130 silly install coa@1.0.1 D:\zhongzi\node_modules\.staging\coa-b61e353bf64517698f1220b8fd65aa5b
90131 info lifecycle coa@1.0.1~install: coa@1.0.1
90132 silly lifecycle coa@1.0.1~install: no script for install, continuing
90133 silly install qs@6.1.0 D:\zhongzi\node_modules\.staging\qs-03d5a798cb8e45cd8ab15e28c71ed6d7
90134 info lifecycle qs@6.1.0~install: qs@6.1.0
90135 silly lifecycle qs@6.1.0~install: no script for install, continuing
90136 silly install randomatic@1.1.5 D:\zhongzi\node_modules\.staging\randomatic-265b630d7c3a62656e4e7f91c9a531a8
90137 info lifecycle randomatic@1.1.5~install: randomatic@1.1.5
90138 silly lifecycle randomatic@1.1.5~install: no script for install, continuing
90139 silly install range-parser@1.0.3 D:\zhongzi\node_modules\.staging\range-parser-1e4b473d73b0e3f2e0d72251a1792cd6
90140 info lifecycle range-parser@1.0.3~install: range-parser@1.0.3
90141 silly lifecycle range-parser@1.0.3~install: no script for install, continuing
90142 silly install graceful-fs@4.1.4 D:\zhongzi\node_modules\.staging\graceful-fs-3805b6ca30b19f2bcb12d476c0f94c3d
90143 info lifecycle graceful-fs@4.1.4~install: graceful-fs@4.1.4
90144 silly lifecycle graceful-fs@4.1.4~install: no script for install, continuing
90145 silly install read-json-sync@1.1.1 D:\zhongzi\node_modules\.staging\read-json-sync-b06e2e16953574ef7641c95b916188bd
90146 info lifecycle read-json-sync@1.1.1~install: read-json-sync@1.1.1
90147 silly lifecycle read-json-sync@1.1.1~install: no script for install, continuing
90148 silly install graceful-fs@4.1.4 D:\zhongzi\node_modules\.staging\graceful-fs-55a74a438dfaa9f275c330ba34a04f54
90149 info lifecycle graceful-fs@4.1.4~install: graceful-fs@4.1.4
90150 silly lifecycle graceful-fs@4.1.4~install: no script for install, continuing
90151 silly install minimatch@2.0.10 D:\zhongzi\node_modules\.staging\minimatch-f1a60fd82976e4af1fd129dad58d89e3
90152 info lifecycle minimatch@2.0.10~install: minimatch@2.0.10
90153 silly lifecycle minimatch@2.0.10~install: no script for install, continuing
90154 silly install readline2@1.0.1 D:\zhongzi\node_modules\.staging\readline2-4a3129187adf7d17ee4864ff4ca0f776
90155 info lifecycle readline2@1.0.1~install: readline2@1.0.1
90156 silly lifecycle readline2@1.0.1~install: no script for install, continuing
90157 silly install esprima-fb@15001.1001.0-dev-harmony-fb D:\zhongzi\node_modules\.staging\esprima-fb-91c917b1831c93a8b4bc3ff46d8c20c7
90158 info lifecycle esprima-fb@15001.1001.0-dev-harmony-fb~install: esprima-fb@15001.1001.0-dev-harmony-fb
90159 silly lifecycle esprima-fb@15001.1001.0-dev-harmony-fb~install: no script for install, continuing
90160 silly install regenerate@1.3.0 D:\zhongzi\node_modules\.staging\regenerate-b2aa8999523069d4b8942f1b926218d5
90161 info lifecycle regenerate@1.3.0~install: regenerate@1.3.0
90162 silly lifecycle regenerate@1.3.0~install: no script for install, continuing
90163 silly install esprima-fb@15001.1001.0-dev-harmony-fb D:\zhongzi\node_modules\.staging\esprima-fb-8a3b975c0409d7079f1075f01bb5fe0a
90164 info lifecycle esprima-fb@15001.1001.0-dev-harmony-fb~install: esprima-fb@15001.1001.0-dev-harmony-fb
90165 silly lifecycle esprima-fb@15001.1001.0-dev-harmony-fb~install: no script for install, continuing
90166 silly install regex-cache@0.4.3 D:\zhongzi\node_modules\.staging\regex-cache-392cd3e24d56381a18ad424c07af931f
90167 info lifecycle regex-cache@0.4.3~install: regex-cache@0.4.3
90168 silly lifecycle regex-cache@0.4.3~install: no script for install, continuing
90169 silly install esprima@2.7.2 D:\zhongzi\node_modules\.staging\esprima-bae6fc65f699441b949e5bebc93fbc7f
90170 info lifecycle esprima@2.7.2~install: esprima@2.7.2
90171 silly lifecycle esprima@2.7.2~install: no script for install, continuing
90172 silly install regjsgen@0.2.0 D:\zhongzi\node_modules\.staging\regjsgen-ae0bf71f85b34477a048ac5f293ff928
90173 info lifecycle regjsgen@0.2.0~install: regjsgen@0.2.0
90174 silly lifecycle regjsgen@0.2.0~install: no script for install, continuing
90175 silly install regjsparser@0.1.5 D:\zhongzi\node_modules\.staging\regjsparser-1d3be504d1aa4234ecf8975d120481c1
90176 info lifecycle regjsparser@0.1.5~install: regjsparser@0.1.5
90177 silly lifecycle regjsparser@0.1.5~install: no script for install, continuing
90178 silly install relateurl@0.2.6 D:\zhongzi\node_modules\.staging\relateurl-9450df4f84156b0c1b86b2a0b97a1c3a
90179 info lifecycle relateurl@0.2.6~install: relateurl@0.2.6
90180 silly lifecycle relateurl@0.2.6~install: no script for install, continuing
90181 silly install repeat-element@1.1.2 D:\zhongzi\node_modules\.staging\repeat-element-30930f78f2b9a060e72e81eb6fae4a28
90182 info lifecycle repeat-element@1.1.2~install: repeat-element@1.1.2
90183 silly lifecycle repeat-element@1.1.2~install: no script for install, continuing
90184 silly install repeat-string@1.5.4 D:\zhongzi\node_modules\.staging\repeat-string-4b0fe691643c769849413bb8c03c011a
90185 info lifecycle repeat-string@1.5.4~install: repeat-string@1.5.4
90186 silly lifecycle repeat-string@1.5.4~install: no script for install, continuing
90187 silly install fill-range@2.2.3 D:\zhongzi\node_modules\.staging\fill-range-62239971fbf0138395f6cb8f570c927c
90188 info lifecycle fill-range@2.2.3~install: fill-range@2.2.3
90189 silly lifecycle fill-range@2.2.3~install: no script for install, continuing
90190 silly install expand-range@1.8.2 D:\zhongzi\node_modules\.staging\expand-range-c175a20b81e3474ec92e46aea7e709cf
90191 info lifecycle expand-range@1.8.2~install: expand-range@1.8.2
90192 silly lifecycle expand-range@1.8.2~install: no script for install, continuing
90193 silly install braces@1.8.5 D:\zhongzi\node_modules\.staging\braces-4a75403ca3211e7a1862e2e0e82ab4fb
90194 info lifecycle braces@1.8.5~install: braces@1.8.5
90195 silly lifecycle braces@1.8.5~install: no script for install, continuing
90196 silly install micromatch@2.3.7 D:\zhongzi\node_modules\.staging\micromatch-6cf45276ac3e5d83a6d6266ef7d8faf8
90197 info lifecycle micromatch@2.3.7~install: micromatch@2.3.7
90198 silly lifecycle micromatch@2.3.7~install: no script for install, continuing
90199 silly install anymatch@1.3.0 D:\zhongzi\node_modules\.staging\anymatch-5d02d790683347edadb87df594afb900
90200 info lifecycle anymatch@1.3.0~install: anymatch@1.3.0
90201 silly lifecycle anymatch@1.3.0~install: no script for install, continuing
90202 silly install align-text@0.1.4 D:\zhongzi\node_modules\.staging\align-text-0b471363be51715d6bdac365ac4e9987
90203 info lifecycle align-text@0.1.4~install: align-text@0.1.4
90204 silly lifecycle align-text@0.1.4~install: no script for install, continuing
90205 silly install center-align@0.1.3 D:\zhongzi\node_modules\.staging\center-align-756b941a406a1ebd7dee47d3ca852b31
90206 info lifecycle center-align@0.1.3~install: center-align@0.1.3
90207 silly lifecycle center-align@0.1.3~install: no script for install, continuing
90208 silly install repeating@1.1.3 D:\zhongzi\node_modules\.staging\repeating-51f1be546058ba92bfb9bd2284fb7e9d
90209 info lifecycle repeating@1.1.3~install: repeating@1.1.3
90210 silly lifecycle repeating@1.1.3~install: no script for install, continuing
90211 silly install detect-indent@3.0.1 D:\zhongzi\node_modules\.staging\detect-indent-c9787052047cd6a868f22486ee465423
90212 info lifecycle detect-indent@3.0.1~install: detect-indent@3.0.1
90213 silly lifecycle detect-indent@3.0.1~install: no script for install, continuing
90214 silly install replace-ext@0.0.1 D:\zhongzi\node_modules\.staging\replace-ext-25630560fefc9e471dd711c9f14ec8fa
90215 info lifecycle replace-ext@0.0.1~install: replace-ext@0.0.1
90216 silly lifecycle replace-ext@0.0.1~install: no script for install, continuing
90217 silly install vinyl@0.5.3 D:\zhongzi\node_modules\.staging\vinyl-46b3d9d82c1b0cdeeaae8cccd84eaf2a
90218 info lifecycle vinyl@0.5.3~install: vinyl@0.5.3
90219 silly lifecycle vinyl@0.5.3~install: no script for install, continuing
90220 silly install qs@5.2.0 D:\zhongzi\node_modules\.staging\qs-ec2a40e4c99d4fb82f766d7225bd283e
90221 info lifecycle qs@5.2.0~install: qs@5.2.0
90222 silly lifecycle qs@5.2.0~install: no script for install, continuing
90223 silly install require-main-filename@1.0.1 D:\zhongzi\node_modules\.staging\require-main-filename-c359d21814412f75b99b7788a269e864
90224 info lifecycle require-main-filename@1.0.1~install: require-main-filename@1.0.1
90225 silly lifecycle require-main-filename@1.0.1~install: no script for install, continuing
90226 silly install requires-port@1.0.0 D:\zhongzi\node_modules\.staging\requires-port-9b21ff41078511fb3ca89ab451c15a0d
90227 info lifecycle requires-port@1.0.0~install: requires-port@1.0.0
90228 silly lifecycle requires-port@1.0.0~install: no script for install, continuing
90229 silly install http-proxy@1.13.2 D:\zhongzi\node_modules\.staging\http-proxy-6acd73e792f81736e90f6bbca5d503d7
90230 info lifecycle http-proxy@1.13.2~install: http-proxy@1.13.2
90231 silly lifecycle http-proxy@1.13.2~install: no script for install, continuing
90232 silly install resolve@1.1.7 D:\zhongzi\node_modules\.staging\resolve-d486554b7701b3dc84368ef317f25802
90233 info lifecycle resolve@1.1.7~install: resolve@1.1.7
90234 silly lifecycle resolve@1.1.7~install: no script for install, continuing
90235 silly install minimatch@2.0.10 D:\zhongzi\node_modules\.staging\minimatch-290cb928eab21018c858d04cd8232796
90236 info lifecycle minimatch@2.0.10~install: minimatch@2.0.10
90237 silly lifecycle minimatch@2.0.10~install: no script for install, continuing
90238 silly install resp-modifier@6.0.1 D:\zhongzi\node_modules\.staging\resp-modifier-41bef4ba9f97eb95b347c40e67ef6796
90239 info lifecycle resp-modifier@6.0.1~install: resp-modifier@6.0.1
90240 silly lifecycle resp-modifier@6.0.1~install: no script for install, continuing
90241 silly install restore-cursor@1.0.1 D:\zhongzi\node_modules\.staging\restore-cursor-bb4986ea8fa9cf5fa99a0c641c95bcc9
90242 info lifecycle restore-cursor@1.0.1~install: restore-cursor@1.0.1
90243 silly lifecycle restore-cursor@1.0.1~install: no script for install, continuing
90244 silly install cli-cursor@1.0.2 D:\zhongzi\node_modules\.staging\cli-cursor-d13c87abec66d8efac3cddc1b3a53144
90245 info lifecycle cli-cursor@1.0.2~install: cli-cursor@1.0.2
90246 silly lifecycle cli-cursor@1.0.2~install: no script for install, continuing
90247 silly install right-align@0.1.3 D:\zhongzi\node_modules\.staging\right-align-123da710b6f4828728e4f40a2b2a2369
90248 info lifecycle right-align@0.1.3~install: right-align@0.1.3
90249 silly lifecycle right-align@0.1.3~install: no script for install, continuing
90250 silly install rimraf@2.2.8 D:\zhongzi\node_modules\.staging\rimraf-680f9821c7ac7575faa5627aff0b70a4
90251 info lifecycle rimraf@2.2.8~install: rimraf@2.2.8
90252 silly lifecycle rimraf@2.2.8~install: no script for install, continuing
90253 silly install grunt-contrib-clean@0.6.0 D:\zhongzi\node_modules\.staging\grunt-contrib-clean-65a6d8f0f7484ac429f684ece5fdec22
90254 info lifecycle grunt-contrib-clean@0.6.0~install: grunt-contrib-clean@0.6.0
90255 silly lifecycle grunt-contrib-clean@0.6.0~install: no script for install, continuing
90256 silly install fs-extra@0.26.7 D:\zhongzi\node_modules\.staging\fs-extra-7619817aeaeae0ec240227fafe204eae
90257 info lifecycle fs-extra@0.26.7~install: fs-extra@0.26.7
90258 silly lifecycle fs-extra@0.26.7~install: no script for install, continuing
90259 silly install rx-lite@3.1.2 D:\zhongzi\node_modules\.staging\rx-lite-f4515db7c6cb2b890b5af24d7ffce4ff
90260 info lifecycle rx-lite@3.1.2~install: rx-lite@3.1.2
90261 silly lifecycle rx-lite@3.1.2~install: no script for install, continuing
90262 silly install sax@1.2.1 D:\zhongzi\node_modules\.staging\sax-02308a2243452bbf04a0f9ede553d210
90263 info lifecycle sax@1.2.1~install: sax@1.2.1
90264 silly lifecycle sax@1.2.1~install: no script for install, continuing
90265 silly install commander@2.8.1 D:\zhongzi\node_modules\.staging\commander-702c43b8b8d8f094d274f049302abd1b
90266 info lifecycle commander@2.8.1~install: commander@2.8.1
90267 silly lifecycle commander@2.8.1~install: no script for install, continuing
90268 silly install seek-bzip@1.0.5 D:\zhongzi\node_modules\.staging\seek-bzip-430be7e8b825866c66a52c6a659048b0
90269 info lifecycle seek-bzip@1.0.5~install: seek-bzip@1.0.5
90270 silly lifecycle seek-bzip@1.0.5~install: no script for install, continuing
90271 silly install semver@5.1.0 D:\zhongzi\node_modules\.staging\semver-672c17fb8a0d05592d453959954467dd
90272 info lifecycle semver@5.1.0~install: semver@5.1.0
90273 silly lifecycle semver@5.1.0~install: no script for install, continuing
90274 silly install semver-regex@1.0.0 D:\zhongzi\node_modules\.staging\semver-regex-eb22969df1850fa440986c4100a45a7a
90275 info lifecycle semver-regex@1.0.0~install: semver-regex@1.0.0
90276 silly lifecycle semver-regex@1.0.0~install: no script for install, continuing
90277 silly install semver-truncate@1.1.0 D:\zhongzi\node_modules\.staging\semver-truncate-bc46cb79472ca10c2f3e3867557ad129
90278 info lifecycle semver-truncate@1.1.0~install: semver-truncate@1.1.0
90279 silly lifecycle semver-truncate@1.1.0~install: no script for install, continuing
90280 silly install mime@1.3.4 D:\zhongzi\node_modules\.staging\mime-da808073fac63a97fbd5b786440d08ee
90281 info lifecycle mime@1.3.4~install: mime@1.3.4
90282 silly lifecycle mime@1.3.4~install: no script for install, continuing
90283 silly install statuses@1.2.1 D:\zhongzi\node_modules\.staging\statuses-effabaa4fcc522d231ffdc0264b4c39a
90284 info lifecycle statuses@1.2.1~install: statuses@1.2.1
90285 silly lifecycle statuses@1.2.1~install: no script for install, continuing
90286 silly install sentence-case@1.1.3 D:\zhongzi\node_modules\.staging\sentence-case-5b3a6abaa7220f395dd0b6a22606a341
90287 info lifecycle sentence-case@1.1.3~install: sentence-case@1.1.3
90288 silly lifecycle sentence-case@1.1.3~install: no script for install, continuing
90289 silly install path-case@1.1.2 D:\zhongzi\node_modules\.staging\path-case-95b5443836fafdf593ddae144d7bff06
90290 info lifecycle path-case@1.1.2~install: path-case@1.1.2
90291 silly lifecycle path-case@1.1.2~install: no script for install, continuing
90292 silly install param-case@1.1.2 D:\zhongzi\node_modules\.staging\param-case-0703e113b92bec8891f744c059326d5f
90293 info lifecycle param-case@1.1.2~install: param-case@1.1.2
90294 silly lifecycle param-case@1.1.2~install: no script for install, continuing
90295 silly install dot-case@1.1.2 D:\zhongzi\node_modules\.staging\dot-case-9b3aaf5f8643de6f0c2a0a2dbf263160
90296 info lifecycle dot-case@1.1.2~install: dot-case@1.1.2
90297 silly lifecycle dot-case@1.1.2~install: no script for install, continuing
90298 silly install set-immediate-shim@1.0.1 D:\zhongzi\node_modules\.staging\set-immediate-shim-2e8bd746ddac1d84707c2234ce9b0f8f
90299 info lifecycle set-immediate-shim@1.0.1~install: set-immediate-shim@1.0.1
90300 silly lifecycle set-immediate-shim@1.0.1~install: no script for install, continuing
90301 silly install each-async@1.1.1 D:\zhongzi\node_modules\.staging\each-async-f3b6d1b6a97a79d584b6cbf4f982d75b
90302 info lifecycle each-async@1.1.1~install: each-async@1.1.1
90303 silly lifecycle each-async@1.1.1~install: no script for install, continuing
90304 silly install shebang-regex@1.0.0 D:\zhongzi\node_modules\.staging\shebang-regex-d3fc2ff3059a15597e7bc97ed88fa769
90305 info lifecycle shebang-regex@1.0.0~install: shebang-regex@1.0.0
90306 silly lifecycle shebang-regex@1.0.0~install: no script for install, continuing
90307 silly install shelljs@0.5.3 D:\zhongzi\node_modules\.staging\shelljs-ba3553af2167997cad92be6b39a661ec
90308 info lifecycle shelljs@0.5.3~install: shelljs@0.5.3
90309 silly lifecycle shelljs@0.5.3~install: no script for install, continuing
90310 silly install sigmund@1.0.1 D:\zhongzi\node_modules\.staging\sigmund-ec20e9c0b85f2167abe56b5a1362c668
90311 info lifecycle sigmund@1.0.1~install: sigmund@1.0.1
